,aTagContent,href,keys,attributes,candidateMatch,len_aTagContent,len_aTagContent_group_between 60 and 175,len_aTagContent_group_under 60,len_href,num_keys,attr_job_yn
218,Chief Compliance Officer Cash App Investing,https  www smartrecruiters com Square 743999717752765,href target, blank,1.0,44,0,1,54,2,0
219,Commercial Counsel,https  www smartrecruiters com Square 743999713784761,href target, blank,1.0,18,0,1,54,2,0
220,Compliance Operations Support,https  www smartrecruiters com Square 743999724544136,href target, blank,1.0,29,0,1,54,2,0
221,Compliance Policy Manager Square Financial Services,https  www smartrecruiters com Square 743999722726964,href target, blank,1.0,52,0,1,54,2,0
222,Compliance Program Manager Square Financial Services,https  www smartrecruiters com Square 743999722732943,href target, blank,1.0,53,0,1,54,2,0
223,Compliance Risk Analysis and Control Lead,https  www smartrecruiters com Square 743999722713040,href target, blank,1.0,41,0,1,54,2,0
224,Compliance Specialist,https  www smartrecruiters com Square 743999724258379,href target, blank,1.0,21,0,1,54,2,0
225,Compliance Specialist,https  www smartrecruiters com Square 743999720645973,href target, blank,1.0,21,0,1,54,2,0
226,Financial Crimes Lead Cash App,https  www smartrecruiters com Square 743999724415097,href target, blank,1.0,31,0,1,54,2,0
227,IP Counsel Patent Litigation,https  www smartrecruiters com Square 743999717241457,href target, blank,1.0,29,0,1,54,2,0
228,KYC Specialist,https  www smartrecruiters com Square 743999723900934,href target, blank,1.0,14,0,1,54,2,0
229,Law Enforcement and Civil Process Analyst,https  www smartrecruiters com Square 743999723325983,href target, blank,1.0,41,0,1,54,2,0
230,Privacy Counsel,https  www smartrecruiters com Square 743999724281520,href target, blank,1.0,15,0,1,54,2,0
231,Regulatory Licensing Manager,https  www smartrecruiters com Square 743999723513883,href target, blank,1.0,28,0,1,54,2,0
232,Transaction Monitoring Lead Cash App,https  www smartrecruiters com Square 743999717552912,href target, blank,1.0,37,0,1,54,2,0
233,Brand Marketing Associate Japan,https  www smartrecruiters com Square 743999721424273,href target, blank,1.0,32,0,1,54,2,0
234,Brand Partnerships Lead Cash App,https  www smartrecruiters com Square 743999724481362,href target, blank,1.0,33,0,1,54,2,0
235,CRM Growth Specialist,https  www smartrecruiters com Square 743999724016096,href target, blank,1.0,21,0,1,54,2,0
236,Global Product Marketing Lead Payments Products,https  www smartrecruiters com Square 743999722139258,href target, blank,1.0,48,0,1,54,2,0
237,Global Product Marketing Lead Square for Restaurants,https  www smartrecruiters com Square 743999723196915,href target, blank,1.0,53,0,1,54,2,0
238,Global Product Marketing Lead Square for Retail,https  www smartrecruiters com Square 743999724614551,href target, blank,1.0,48,0,1,54,2,0
239,Hardware Product Marketing Manager,https  www smartrecruiters com Square 743999722855138,href target, blank,1.0,34,0,1,54,2,0
240,International SEO Manager,https  www smartrecruiters com Square 743999721529942,href target, blank,1.0,26,0,1,54,2,0
241,Learning Partner,https  www smartrecruiters com Square 743999724607083,href target, blank,1.0,16,0,1,54,2,0
242,Product Marketing Manager,https  www smartrecruiters com Square 743999722979928,href target, blank,1.0,25,0,1,54,2,0
243,Product Marketing Manager eCommerce Japan,https  www smartrecruiters com Square 743999719892037,href target, blank,1.0,43,0,1,54,2,0
244,Product Marketing Manager Square Developer Platform,https  www smartrecruiters com Square 743999722871639,href target, blank,1.0,52,0,1,54,2,0
245,Senior Growth Marketing Manager,https  www smartrecruiters com Square 743999724539384,href target, blank,1.0,31,0,1,54,2,0
246,Senior Programmatic Display Manager,https  www smartrecruiters com Square 743999721316653,href target, blank,1.0,35,0,1,54,2,0
247,Web Experience Manager,https  www smartrecruiters com Square 743999723203064,href target, blank,1.0,22,0,1,54,2,0
248,Card Network Operations Lead Cash App,https  www smartrecruiters com Square 743999716347726,href target, blank,1.0,38,0,1,54,2,0
249,Credit Risk Specialist,https  www smartrecruiters com Square 743999724295382,href target, blank,1.0,22,0,1,54,2,0
250,Credit Risk Specialist  Bilingual French English ,https  www smartrecruiters com Square 743999723427815,href target, blank,1.0,51,0,1,54,2,0
251,Risk Operations Specialist,https  www smartrecruiters com Square 743999722533992,href target, blank,1.0,26,0,1,54,2,0
252,Business Recruiter Marketing,https  www smartrecruiters com Square 743999724165482,href target, blank,1.0,29,0,1,54,2,0
253,Compensation Partner,https  www smartrecruiters com Square 743999721830357,href target, blank,1.0,20,0,1,54,2,0
254,HR Specialist,https  www smartrecruiters com Square 743999723783055,href target, blank,1.0,13,0,1,54,2,0
255,Learning and Development Program Manager  Engineering,https  www smartrecruiters com Square 743999723313703,href target, blank,1.0,54,0,1,54,2,0
256,People Operations Manager,https  www smartrecruiters com Square 743999724542572,href target, blank,1.0,25,0,1,54,2,0
257,People Services Specialist,https  www smartrecruiters com Square 743999722419398,href target, blank,1.0,26,0,1,54,2,0
258,Recruiter,https  www smartrecruiters com Square 743999724493171,href target, blank,1.0,9,0,1,54,2,0
259,Recruiter,https  www smartrecruiters com Square 743999719145662,href target, blank,1.0,9,0,1,54,2,0
260,Recruiter,https  www smartrecruiters com Square 743999717665858,href target, blank,1.0,9,0,1,54,2,0
261,Recruiting Manager,https  www smartrecruiters com Square 743999724492928,href target, blank,1.0,18,0,1,54,2,0
262,Technical Recruiter,https  www smartrecruiters com Square 743999721819142,href target, blank,1.0,19,0,1,54,2,0
263,Technical Recruiter,https  www smartrecruiters com Square 743999717465457,href target, blank,1.0,19,0,1,54,2,0
264,University Programs Specialist,https  www smartrecruiters com Square 743999723307972,href target, blank,1.0,30,0,1,54,2,0
265,Head of Product Management Go to Market Automation,https  www smartrecruiters com Square 743999722398440,href target, blank,1.0,51,0,1,54,2,0
266,Head of Product Restaurants,https  www smartrecruiters com Square 743999720188438,href target, blank,1.0,28,0,1,54,2,0
267,Lead Product Manager Developer Platform,https  www smartrecruiters com Square 743999722408317,href target, blank,1.0,40,0,1,54,2,0
268,Lead Product Manager Merchant Risk Experience,https  www smartrecruiters com Square 743999718339927,href target, blank,1.0,46,0,1,54,2,0
269,Product Manager  eCommerce Mobile,https  www smartrecruiters com Square 743999721861547,href target, blank,1.0,34,0,1,54,2,0
270,Product Manager Appointments,https  www smartrecruiters com Square 743999723346139,href target, blank,1.0,29,0,1,54,2,0
271,Product Manager Capital Platform,https  www smartrecruiters com Square 743999722512798,href target, blank,1.0,33,0,1,54,2,0
272,Product Manager Commerce Platform  Orders,https  www smartrecruiters com Square 743999720838470,href target, blank,1.0,43,0,1,54,2,0
273,Product Manager Customer Directory Platform,https  www smartrecruiters com Square 743999717445613,href target, blank,1.0,44,0,1,54,2,0
274,Product Manager Employee Financial Services,https  www smartrecruiters com Square 743999720915174,href target, blank,1.0,44,0,1,54,2,0
275,Product Manager Go To Market Data Science,https  www smartrecruiters com Square 743999719563119,href target, blank,1.0,42,0,1,54,2,0
276,Product Manager Knowledge Graph,https  www smartrecruiters com Square 743999721388729,href target, blank,1.0,32,0,1,54,2,0
277,Product Manager Marketing Web,https  www smartrecruiters com Square 743999715422376,href target, blank,1.0,30,0,1,54,2,0
278,Product Manager Growth Cash App,https  www smartrecruiters com Square 743999721619556,href target, blank,1.0,33,0,1,54,2,0
279,Senior Product Manager Lead,https  www smartrecruiters com Square 743999722757807,href target, blank,1.0,28,0,1,54,2,0
280,Senior Software Engineer Marketing Technology,https  www smartrecruiters com Square 743999720060940,href target, blank,1.0,46,0,1,54,2,0
281,Business Technical Program Manager M A,https  www smartrecruiters com Square 743999720943860,href target, blank,1.0,39,0,1,54,2,0
282,Compliance Controls Manager Cash App,https  www smartrecruiters com Square 743999720401103,href target, blank,1.0,37,0,1,54,2,0
283,Creative Sourcing Manager,https  www smartrecruiters com Square 743999723532274,href target, blank,1.0,25,0,1,54,2,0
284,Product Compliance Manager Cash App,https  www smartrecruiters com Square 743999724419074,href target, blank,1.0,36,0,1,54,2,0
285,Program Manager Leadership and Professional Development,https  www smartrecruiters com Square 743999723108047,href target, blank,1.0,56,0,1,54,2,0
286,Project Manager Cash App,https  www smartrecruiters com Square 743999724145793,href target, blank,1.0,25,0,1,54,2,0
287,Business Development Representative,https  www smartrecruiters com Square 743999724575224,href target, blank,1.0,35,0,1,54,2,0
288,Manager Account Management,https  www smartrecruiters com Square 743999723786729,href target, blank,1.0,27,0,1,54,2,0
289,Senior Sales Account Executive,https  www smartrecruiters com Square 743999724490087,href target, blank,1.0,30,0,1,54,2,0
290,Android Engineer Orders,https  www smartrecruiters com Square 743999713420280,href target, blank,1.0,24,0,1,54,2,0
291,Android Software Engineer Verse,https  www smartrecruiters com Square 743999718361314,href target, blank,1.0,32,0,1,54,2,0
292,Android Sr Engineer Mobile Developer Experience,https  www smartrecruiters com Square 743999723344536,href target, blank,1.0,49,0,1,54,2,0
293,Build and Release Infrastructure Engineer,https  www smartrecruiters com Square 743999721530626,href target, blank,1.0,41,0,1,54,2,0
294,Computer Security and Incident Response Lead,https  www smartrecruiters com Square 743999719121195,href target, blank,1.0,44,0,1,54,2,0
295,Creative Software Engineer Global Communications,https  www smartrecruiters com Square 743999721961181,href target, blank,1.0,49,0,1,54,2,0
296,Creative Software Engineer Global Communications,https  www smartrecruiters com Square 743999721960586,href target, blank,1.0,49,0,1,54,2,0
297,CSIRT Signals Developer and Data Scientist,https  www smartrecruiters com Square 743999724021932,href target, blank,1.0,42,0,1,54,2,0
298,Data Engineer BI,https  www smartrecruiters com Square 743999721865554,href target, blank,1.0,17,0,1,54,2,0
299,Deep Learning Engineer Dessa  Cash App,https  www smartrecruiters com Square 743999722842572,href target, blank,1.0,40,0,1,54,2,0
300,Embedded Engineer Android OS,https  www smartrecruiters com Square 743999721530530,href target, blank,1.0,29,0,1,54,2,0
301,Embedded Security Engineer,https  www smartrecruiters com Square 743999717746258,href target, blank,1.0,26,0,1,54,2,0
302,Embedded Software Engineer New Grad ,https  www smartrecruiters com Square 743999724492440,href target, blank,1.0,37,0,1,54,2,0
303,Engineering Manager Retail,https  www smartrecruiters com Square 743999722419323,href target, blank,1.0,27,0,1,54,2,0
304,Full Stack Software Engineer Financial Crimes Technology,https  www smartrecruiters com Square 743999722395032,href target, blank,1.0,57,0,1,54,2,0
305,Internal Communications Lead Cash App,https  www smartrecruiters com Square 743999724528025,href target, blank,1.0,38,0,1,54,2,0
306,iOS Software Engineer Verse,https  www smartrecruiters com Square 743999718254077,href target, blank,1.0,28,0,1,54,2,0
307,Mobile Engineering Manager Cash App,https  www smartrecruiters com Square 743999717325661,href target, blank,1.0,36,0,1,54,2,0
308,Security Partner Business Platform Engineering,https  www smartrecruiters com Square 743999724022001,href target, blank,1.0,47,0,1,54,2,0
309,Security Partner Platform and Infrastructure Engineering,https  www smartrecruiters com Square 743999724536204,href target, blank,1.0,57,0,1,54,2,0
310,Security Software Engineering Manager Identity and Access Management,https  www smartrecruiters com Square 743999724266262,href target, blank,1.0,69,1,0,54,2,0
311,Security Strategy  Partnerships Lead,https  www smartrecruiters com Square 743999718224493,href target, blank,1.0,37,0,1,54,2,0
312,Senior Android Engineer,https  www smartrecruiters com Square 743999722608682,href target, blank,1.0,23,0,1,54,2,0
313,Senior Android Engineer Cash App,https  www smartrecruiters com Square 743999716662890,href target, blank,1.0,33,0,1,54,2,0
314,Senior Android Software Engineer Cash App,https  www smartrecruiters com Square 743999722044199,href target, blank,1.0,42,0,1,54,2,0
315,Senior Copywriter Cash App,https  www smartrecruiters com Square 743999724540108,href target, blank,1.0,27,0,1,54,2,0
316,Senior Engineering Manager Communications Platform,https  www smartrecruiters com Square 743999722115310,href target, blank,1.0,51,0,1,54,2,0
